service_id,date,exception_type
157536,20261225,2
157536,20261226,2
157536,20261227,2
157536,20270103,2
157537,20270101,1
157537,20270216,1
157537,20270311,1
157537,20260501,1
157537,20260624,1
157537,20260706,1
157537,20260815,1
157537,20261101,1
157537,20261102,1
157537,20261224,1
157537,20261225,1
157537,20261226,1
157537,20261227,1
157537,20270103,1
163189,20270101,2
163189,20270216,2
163189,20270311,2
163189,20260501,2
163189,20260624,2
163189,20260706,2
163189,20260815,2
163189,20261101,2
163189,20261102,2
163189,20261224,2
163189,20261225,2
163189,20261226,2
163189,20261227,2
163189,20270103,2
163196,20270101,2
163196,20270216,2
163196,20270311,2
163196,20260501,2
163196,20260624,2
163196,20260706,2
163196,20260815,2
163196,20261101,2
163196,20261102,2
163196,20261224,2
163196,20261225,2
163196,20261226,2
163196,20261227,2
163196,20270103,2
134418,20270101,2
134418,20270216,2
134418,20270311,2
134418,20260501,2
134418,20260624,2
134418,20260706,2
134418,20260815,2
134418,20261101,2
134418,20261102,2
134418,20261224,2
134418,20261225,2
134418,20261226,2
134418,20261227,2
134418,20270103,2
134419,20270101,1
134419,20270216,1
134419,20270311,1
134419,20260501,1
134419,20260624,1
134419,20260706,1
134419,20260815,1
134419,20261101,1
134419,20261102,1
134419,20261224,1
134419,20261225,1
134419,20261226,1
134419,20261227,1
134419,20270103,1
163193,20270101,2
163193,20270216,2
163193,20270311,2
163193,20260501,2
163193,20260624,2
163193,20260706,2
163193,20260815,2
163193,20261101,2
163193,20261102,2
163193,20261224,2
163193,20261225,2
163193,20261226,2
163193,20261227,2
163193,20270103,2
163200,20270101,2
163200,20270216,2
163200,20270311,2
163200,20260501,2
163200,20260624,2
163200,20260706,2
163200,20260815,2
163200,20261101,2
163200,20261102,2
163200,20261224,2
163200,20261225,2
163200,20261226,2
163200,20261227,2
163200,20270103,2
166462,20270101,2
166462,20270216,2
166462,20270311,2
166462,20260501,2
166462,20260624,2
166462,20260706,2
166462,20260815,2
166462,20261101,2
166462,20261102,2
166462,20261224,2
166462,20261225,2
166462,20261226,2
166462,20261227,2
166462,20270103,2
166464,20270101,2
166464,20270216,2
166464,20270311,2
166464,20260501,2
166464,20260624,2
166464,20260706,2
166464,20260815,2
166464,20261101,2
166464,20261102,2
166464,20261224,2
166464,20261225,2
166464,20261226,2
166464,20261227,2
166464,20270103,2
166465,20270101,1
166465,20270216,1
166465,20270311,1
166465,20260501,1
166465,20260624,1
166465,20260706,1
166465,20260815,1
166465,20261101,1
166465,20261102,1
166465,20261224,1
166465,20261225,1
166465,20261226,1
166465,20261227,1
166465,20270103,1
166463,20270101,2
166463,20270216,2
166463,20270311,2
166463,20260501,2
166463,20260624,2
166463,20260706,2
166463,20260815,2
166463,20261101,2
166463,20261102,2
166463,20261224,2
166463,20261225,2
166463,20261226,2
166463,20261227,2
166463,20270103,2
166466,20270101,2
166466,20270216,2
166466,20270311,2
166466,20260501,2
166466,20260624,2
166466,20260706,2
166466,20260815,2
166466,20261101,2
166466,20261102,2
166466,20261224,2
166466,20261225,2
166466,20261226,2
166466,20261227,2
